Month bomb,Month temp,Month Drone,Date temp,Year temp,Country,Date Bomb,Year Bomb,Blast Day Type,Holiday Type,Time,City,Province,Location Category,Location Sensitivity,Open/Closed Space,Target Type,Targeted Sect if any,Explosive Weight (max),Date,Year Drone,Province-1,S#,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,S#-1,No of Strike,Total Died Max,Longitude,Latitude,Temperature(C)-1,AverageTemperature,AverageTemperatureUncertainty
12,12,12,01/12/2009,2009,Pakistan,07/12/2009,2009,Working Day,,12:30 PM,Peshawar,KPK,Government,High,Open,Government official,None,8Kg,26/12/2009,2009,FATA,226,9,11,37,50,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
11,11,11,01/11/2008,2008,Pakistan,11/11/2008,2008,Working Day,,NA,Peshawar,KPK,Park/Ground,Low,Open,Government Official,None,7 or 8Kg,19/11/2008,2008,KPK,136,3,4,13,20,1,39,1,6,70.6042,32.9861,16.985,16.505,0.205
12,12,12,01/12/2009,2009,Pakistan,15/12/2009,2009,Working Day,,2.30 pm,D.G Khan,KPK,Residence,Medium,Open,Government Official,None,1000 KG,17/12/2009,2009,FATA,229,24,33,55,70,1,92,1,2,70.1455,32.9746,3.53,11.959,0.179
12,12,12,01/12/2010,2010,Pakistan,07/12/2010,2010,Working Day,,NA,Quetta,Baluchistan,Transport,Low,Open,Government Official,None,NA,06/12/2010,2010,FATA,286,,,10,12,1,198,1,7,70.1455,32.9746,5.08,10.46,0.236
6,6,6,01/03/2011,2011,Pakistan,31/03/2011,2011,Working Day,,12:45 PM,Charsadda,KPK,Park/Ground,Low,Open,Government Official,None,,13/03/2011,2011,FATA,612,,24,40,84,2,449,2,6,140.0455,66.0079,26.515,37.158,0.422
12,12,12,01/12/2010,2010,Pakistan,24/12/2010,2010,Working Day,,NA,Peshawar,KPK,Police,High,Open,Civilian,None,10 kg,16/12/2010,2010,FATA,290,,4,,24,1,201,1,7,71.1481,34.0983,10.745,10.46,0.236
3,3,3,01/03/2010,2010,Pakistan,12/03/2010,2010,Working Day,,12:45:00 PM,Lahore,Punjab,Military,High,Open,Military,Sunni,12 kg,30/03/2010,2010,FATA,251,43,57,90,100,2,122,1,5,70.1455,32.9746,15.145,21.344,0.365
5,5,5,01/05/2010,2010,Pakistan,01/05/2010,2010,Holiday,Labour Day,NA,Swat,KPK,Market,Low,Open,Civilian,None,15 kg,03/05/2010,2010,FATA,262,3,7,9,16,1,128,1,7,70.1455,32.9746,21.625,29.188,0.183
3,3,3,01/03/2010,2010,Pakistan,13/03/2010,2010,Working Day,,9:15:00 AM,Swat,KPK,Police,High,Open,Police,None,14 kg,27/03/2010,2010,FATA,252,14,17,52,60,1,121,1,4,70.1455,32.9746,14.455,21.344,0.365
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,peshawar,KPK,Police,High,Open,Police,None,NA,17/01/2010,2010,FATA,239,,0,,6,1,104,1,20,69.9,33.0333,5.57,10.956,0.356
9,9,9,01/09/2010,2010,Pakistan,01/09/2010,2010,Working Day,,6:55pm/7:00pm/7:10pm,Lahore,Punjab,Park/Ground,Low,Open,Religious,Shiite,NA,09/09/2010,2010,FATA,272,27,43,150,243,3,157,1,6,70.1455,32.9746,22.25,26.11,0.208
2,2,2,01/02/2010,2010,Pakistan,18/02/2010,2010,Working Day,,NA,Khyber Agency,KPK,Religious,Medium,Open,Anti-Militants,Sunni,40Kg,17/02/2010,2010,FATA,245,22,31,30,110,1,110,1,4,70.1455,32.9746,0.68,13.167,0.203
9,9,9,01/09/2010,2010,Pakistan,06/09/2010,2010,Holiday,Defence Day,7:05:00 AM,lakki marwat,KPK,Police,High,Closed,Police,None,600 kg,28/09/2010,2010,FATA,275,15,19,34,57,1,171,1,4,69.9,33.0333,18.97,26.11,0.208
7,7,7,01/07/2008,2008,Pakistan,06/07/2008,2008,Holiday,Weekend,7:50:00/7:45:00 PM,Islamabad,Capital,Market,Low,Open,Police,None,5 kg,28/07/2008,2008,FATA,110,15,20,20,47,1,17,1,7,69.9,33.0333,27.47,30.107,0.206
12,12,12,01/12/2010,2010,Pakistan,06/12/2010,2010,Working Day,,2:00:00 PM,Mohmand Agency,Fata,Government,High,Closed,Government Official,None,NA,27/12/2010,2010,FATA,285,40,50,60,100,2,203,6,25,70.1455,32.9746,3.085,10.46,0.236
2,2,2,01/02/2008,2008,Pakistan,01/02/2008,2008,Working Day,,4:30:00 PM,North Waziristan,FATA,Police,High,Open,Police,None,NA,28/02/2008,2008,FATA,89,5,7,13,15,1,12,1,13,69.9,33.0333,15.575,10.867,0.129
4,4,4,01/04/2010,2010,Pakistan,05/04/2010,2010,Working Day,,NA,Peshawar,KPK,Foreign,High,Open,foreigner,Christian,NA,14/04/2010,2010,FATA,255,6,8,,0,1,124,1,5,70.1455,32.9746,18.55,25.855,0.218
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,Khyber Agency,KPK,Religious,low,Open,Religious,None,NA,29/01/2010,2010,FATA,238,,8,,11,1,106,3,15,70.1455,32.9746,1.82,10.956,0.356
10,10,10,01/10/2011,2011,Pakistan,28/10/2011,2011,Working Day,,,Nowshehra,KPK,Police,,,Police,NA,,13/10/2011,2011,FATA,332,,2,,,1,266,1,6,70.1455,32.9746,14.685,22.524,0.225
6,6,6,01/03/2011,2011,Pakistan,03/03/2011,2011,Working Day,,,Hangu,KPK,Mobile,Low,Open,Police,None,400Kg,11/03/2011,2011,FATA,604,10,18,60,72,2,445,2,6,140.291,65.9492,18.24,37.158,0.422
9,9,9,01/09/2008,2008,Pakistan,20/09/2008,2008,Working Day,,NA,North waziristan,KPK,Mobile,High,Open,Military,None,NA,08/09/2008,2008,FATA,119,7,17,5,20,1,25,4,25,70.1455,32.9746,20.55,26.585,0.241
11,11,11,01/11/2010,2010,Pakistan,01/11/2010,2010,Working Day,,8:45:00 AM,Swabi,KPK,Police,High,Open,Police,None,12 kg,19/11/2010,2010,FATA,279,2,5,10,13,1,193,1,4,70.1455,32.9746,10.02,16.519,0.096
6,6,6,01/03/2011,2011,Pakistan,09/03/2011,2011,Working Day,,,Peshawar,KPK,Park/Ground,Low,Open,Anti-Militants,Sunni,16Kg,11/03/2011,2011,FATA,606,74,86,,104,2,445,2,6,140.291,65.9492,18.24,37.158,0.422
12,12,12,01/12/2009,2009,Pakistan,28/12/2009,2009,Holiday,Ashura,6.30 pm,Muzaffarabad,AJK,Park/Ground,Medium,Open,Religious,Shiite,NA,17/12/2009,2009,FATA,235,10,15,81,100,1,92,1,2,70.1455,32.9746,3.53,11.959,0.179
11,11,11,01/11/2008,2008,Pakistan,04/11/2008,2008,Working Day,,,Hangu,KPK,Police,High,Open,Police,None,40 kg,07/11/2008,2008,FATA,133,,7,,4,1,37,4,16,70.1455,32.9746,16.685,16.505,0.205
9,9,9,01/09/2010,2010,Pakistan,01/09/2010,2010,Working Day,,6:55pm/7:00pm/7:10pm,Lahore,Punjab,Park/Ground,Low,Open,Religious,Shiite,NA,27/09/2010,2010,FATA,272,27,43,150,243,3,170,1,4,70.1455,32.9746,19.395,26.11,0.208
12,12,12,01/12/2009,2009,Pakistan,15/12/2009,2009,Working Day,,2.30 pm,D.G Khan,KPK,Residence,Medium,Open,Government Official,None,1000 KG,31/12/2009,2009,FATA,229,24,33,55,70,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
7,7,7,01/07/2009,2009,Pakistan,28/07/2009,2009,Working Day,,NA,North Waziristan,KPK,Police,High,Open,Police,None,NA,07/07/2009,2009,FATA,186,,2,3,5,1,69,1,16,69.9,33.0333,25.65,30.551,0.263
1,1,1,01/01/2011,2011,Pakistan,31/01/2011,2011,Working Day,,Morning,Peshawar,KPK,Mobile,High,Open,Police,None,7Kg,18/01/2011,2011,FATA,296,5,7,14,16,1,211,1,7,70.1455,32.9746,3.15,9.166,0.254
12,12,12,01/12/2008,2008,Pakistan,28/12/2008,2008,Holiday,Weekend,10:30:00 AM,Buner,KPK,Government,High,Open,Government official,None,,05/12/2008,2008,FATA,145,34,37,,16,,42,1,6,70.1455,32.9746,12.465,12.283,0.177
9,9,9,01/09/2010,2010,Pakistan,03/09/2010,2010,Working Day,,NA,Quetta,Baluchistan,Park/Ground,Low,Open,Civilian,None,15Kg,26/09/2010,2010,FATA,273,54,62,150,200,1,169,1,12,70.1455,32.9746,18.23,26.11,0.208
3,3,3,01/03/2012,2012,Pakistan,11/03/2012,2012,Holiday,Weekend,,Peshawar,KPK,Park/Ground,Low,Open,Government Official,None,6Kg,09/03/2012,2012,FATA,347,14,15,30,33,1,290,3,13,69.9,33.0333,4.17,17.619,0.287
10,10,10,01/10/2009,2009,Pakistan,12/10/2009,2009,Working Day,,1:00 PM,Shangla,KPK,Mobile,High,Open,Military,None,NA,15/10/2009,2009,FATA,206,,41,45,50,1,84,1,10,70.1455,32.9746,14.825,22.055,0.179
12,12,12,01/12/2009,2009,Pakistan,28/12/2009,2009,Holiday,Ashura,6.30 pm,Muzaffarabad,AJK,Park/Ground,Medium,Open,Religious,Shiite,NA,08/12/2009,2009,FATA,235,10,15,81,100,1,90,2,3,70.1455,32.9746,3.95,11.959,0.179
9,9,9,01/09/2010,2010,Pakistan,03/09/2010,2010,Working Day,,NA,Quetta,Baluchistan,Park/Ground,Low,Open,Civilian,None,15Kg,28/09/2010,2010,FATA,273,54,62,150,200,1,171,1,4,69.9,33.0333,18.97,26.11,0.208
12,12,12,01/12/2010,2010,Pakistan,24/12/2010,2010,Working Day,,NA,Peshawar,KPK,Police,High,Open,Civilian,None,10 kg,14/12/2010,2010,FATA,290,,4,,24,1,200,1,4,70.1455,32.9746,7.24,10.46,0.236
11,11,11,01/11/2009,2009,Pakistan,10/11/2009,2009,Working Day,,4:30 PM,Charsadda,KPK,Market,Low,Open,Civilian,None,60Kg,20/11/2009,2009,FATA,217,32,34,60,100,1,89,1,10,70.1455,32.9746,8.23,16.174,0.304
12,12,12,01/12/2009,2009,Pakistan,22/12/2009,2009,Working Day,,11:40 AM,Peshawar,KPK,Office Building,Low,Closed,Media,None,10 kg,31/12/2009,2009,FATA,232,1,3,21,24,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
12,12,12,01/12/2009,2009,Pakistan,28/12/2009,2009,Holiday,Ashura,6.30 pm,Muzaffarabad,AJK,Park/Ground,Medium,Open,Religious,Shiite,NA,31/12/2009,2009,FATA,235,10,15,81,100,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
3,3,3,01/03/2009,2009,Pakistan,30/03/2009,2009,Working Day,,NA,North waziristan,FATA,Mobile,High,Open,Military,None,NA,15/03/2009,2009,KPK,162,,4,,9,1,54,1,5,70.6042,32.9861,18.315,18.871,0.199
3,3,3,01/03/2009,2009,Pakistan,11/03/2009,2009,Working Day,,NA,Peshawar,KPK,Market,Low,Open,Government Official,None,NA,01/03/2009,2009,FATA,157,4,5,,6,1,52,2,12,69.9,33.0333,14.21,18.871,0.199
4,4,4,01/04/2013,2013,Pakistan,29/04/2013,2013,Working Day,,,Peshawar,KPK,Market,High,Open,civilian,None,6kg,17/04/2013,2013,FATA,382,8,10,30,45,,339,2,5,69.9,33.0333,16.305,22.958,0.356
2,2,2,01/01/2013,2013,Pakistan,10/01/2013,2013,Working Day,,,Quetta,Baluchistan,Market,High,Closed,Civilian,Shiite,,08/01/2013,2013,FATA,738,102,186,232,242,4,665,12,12,140.291,65.9492,1.14,19.594,1.094
7,7,7,01/07/2009,2009,Pakistan,28/07/2009,2009,Working Day,,NA,North Waziristan,KPK,Police,High,Open,Police,None,NA,17/07/2009,2009,FATA,186,,2,3,5,1,72,1,5,69.9,33.0333,26.62,30.551,0.263
3,3,3,01/03/2013,2013,Pakistan,18/03/2013,2013,Working Day,,12:10pm,Peshawar,KPK,Office Building,High,open,Government Official,None,6kg,21/03/2013,2013,FATA,375,2,4,22,47,2,337,1,4,70.1455,32.9746,12.25,15.685,1.336
3,3,3,01/03/2011,2011,Pakistan,30/03/2011,2011,Working Day,,10:45 AM/ 11:00 AM,Swabi,KPK,Police,High,Open,Government Official,None,8Kg,16/03/2011,2011,FATA,305,10,13,12,23,1,227,1,6,70.1455,32.9746,15.56,18.579,0.211
12,12,12,01/12/2008,2008,Pakistan,05/12/2008,2008,Working Day,,12:30:00pm,Orakzai Agency,KPK,Market,Low,Open,Civilian,None,NA,05/12/2008,2008,FATA,143,6,10,8,15,1,42,1,6,70.1455,32.9746,12.465,12.283,0.177
12,12,12,01/12/2010,2010,Pakistan,24/12/2010,2010,Working Day,,NA,Peshawar,KPK,Police,High,Open,Civilian,None,10 kg,28/12/2010,2010,FATA,290,,4,,24,1,204,1,22,70.1455,32.9746,2.635,10.46,0.236
11,11,11,01/11/2010,2010,Pakistan,14/11/2010,2010,Holiday,Weekend,NA,South waziristan,FATA,Market,Low,Open,Anti-Militants,Sunni,NA,22/11/2010,2010,FATA,283,,1,,8,1,195,1,6,70.1455,32.9746,8.435,16.519,0.096
4,4,4,01/04/2010,2010,Pakistan,17/04/2010,2010,Working Day,,12:00:00 PM/11:55 AM,Kohat,KPK,Park/Ground,Low,Open,Civilian,None,12 Kg,16/04/2010,2010,FATA,258,41,44,60,70,2,125,1,6,70.1455,32.9746,19.385,25.855,0.218
10,10,10,01/10/2008,2008,Pakistan,29/10/2008,2008,Working Day,,2:15:00 PM,Bannu,KPK,Military,High,Open,Military,None,NA,09/10/2008,2008,FATA,130,,,,14,1,30,1,9,70.1455,32.9746,19.255,23.498,0.211
5,5,5,01/05/2009,2009,Pakistan,05/05/2009,2009,Working Day,,MORNING,Peshawar,KPK,Military,High,Open,Military,None,85,09/05/2009,2009,FATA,168,7,11,25,48,1,62,1,10,69.9,33.0333,18.865,28.991,0.189
3,3,3,01/03/2010,2010,Pakistan,29/03/2010,2010,Working Day,,,Bajaur Agency,FATA,Mobile,Low,Open,Anti-Militants,Sunni,NA,23/03/2010,2010,FATA,254,,2,5,8,1,120,1,6,70.1455,32.9746,16.27,21.344,0.365
12,12,12,01/12/2009,2009,Pakistan,24/12/2009,2009,Working Day,,10.18 pm,Islamabad,Capital,Religious,Medium,Open,Religious,Shiite,NA,31/12/2009,2009,FATA,234,,1,1,4,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
4,4,4,01/04/2010,2010,Pakistan,16/04/2010,2010,Working Day,,,Quetta,Baluchistan,Hospital,Low,Closed,Government Official,Shiite,15 kg,12/04/2010,2010,FATA,257,,11,35,40,1,123,1,10,70.1455,32.9746,17.72,25.855,0.218
9,9,9,01/09/2008,2008,Pakistan,06/09/2008,2008,Working Day,,NA,Peshawar,KPK,Police,High,Open,Police,None,150Kg,05/09/2008,2008,FATA,117,30,35,70,90,1,24,3,10,70.1455,32.9746,22.645,26.585,0.241
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,peshawar,KPK,Police,High,Open,Police,None,NA,19/01/2010,2010,FATA,239,,0,,6,1,105,1,6,70.1455,32.9746,6.12,10.956,0.356
10,10,10,01/10/2008,2008,Pakistan,09/10/2008,2008,Working Day,,12:55:00 PM,Khyber Agency,FATA,Mobile,High,Open,Foreigner,Christian,NA,01/10/2008,2008,FATA,126,,0,,0,1,28,1,6,70.1455,32.9746,24.64,23.498,0.211
3,3,3,01/03/2009,2009,Pakistan,26/03/2009,2009,Working Day,,8:30:00 AM,Tank,KPK,Market,Low,Open,Anti-Militants,Sunni,NA,25/03/2009,2009,FATA,160,7,15,,25,1,55,1,8,69.9,33.0333,12.34,18.871,0.199
8,8,8,01/08/2009,2009,Pakistan,13/08/2009,2009,Working Day,,NA,South Waziristan,FATA,Mobile,Low,Open,Anti-Militants,Sunni,NA,11/08/2009,2009,FATA,187,4,5,,,1,74,1,14,69.9,33.0333,25.44,29.891,0.208
10,10,10,01/05/2012,2012,Pakistan,04/05/2012,2012,Working Day,,7:45 AM,Bajaur Agency,FATA,Market,Low,Open,Police,None,N/A,28/05/2012,2012,FATA,702,48,52,80,150,2,595,3,12,140.291,65.9492,44.88,56.03,0.494
11,11,11,01/11/2010,2010,Pakistan,01/11/2010,2010,Working Day,,8:45:00 AM,Swabi,KPK,Police,High,Open,Police,None,12 kg,01/11/2010,2010,FATA,279,2,5,10,13,1,186,1,6,70.1455,32.9746,14.045,16.519,0.096
11,11,11,01/11/2008,2008,Pakistan,20/11/2008,2008,Working Day,,during maghrib prayer,Bajaur Agency,FATA,Religious,Medium,Closed,Religious,Sunni,,29/11/2008,2008,FATA,139,,9,,,1,41,1,3,70.1455,32.9746,13.46,16.505,0.205
10,10,10,01/10/2009,2009,Pakistan,09/10/2009,2009,Working Day,,12.15 PM,Peshawar,KPK,Market,Low,Open,Civilian,None,100Kg,21/10/2009,2009,FATA,205,48,50,148,187,1,85,1,5,70.1455,32.9746,11.66,22.055,0.179
9,9,9,01/09/2008,2008,Pakistan,20/09/2008,2008,Working Day,,8:05:00 PM,Islamabad,Capital,Hotel,Medium,Closed,Foreigner,None,1000 Kg,17/09/2008,2008,FATA,120,40,60,200,300,1,27,1,7,69.9,33.0333,22.615,26.585,0.241
11,11,11,01/11/2009,2009,Pakistan,19/11/2009,2009,Working Day,,10.20 am,Peshawar,KPK,Government,High,Open,Government Official,None,10 kg,20/11/2009,2009,FATA,222,20,22,46,50,1,89,1,10,70.1455,32.9746,8.23,16.174,0.304
1,1,1,01/01/2010,2010,Pakistan,01/01/2010,2010,Working Day,,5:00:00 PM,Lakki marwat,KPK,Park/Ground,Medium,Open,Civilian,None,250 kg,15/01/2010,2010,FATA,236,88,100,37,100,1,103,1,20,69.9,33.0333,5.63,10.956,0.356
12,12,12,01/12/2009,2009,Pakistan,22/12/2009,2009,Working Day,,11:40 AM,Peshawar,KPK,Office Building,Low,Closed,Media,None,10 kg,26/12/2009,2009,FATA,232,1,3,21,24,1,95,1,13,70.1455,32.9746,3.46,11.959,0.179
1,1,1,01/01/2011,2011,Pakistan,12/01/2011,2011,Working Day,,Evening,Bannu,KPK,Religious,Medium,Closed,civilian,Sunni,1000 kg,07/01/2011,2011,FATA,293,18,20,15,20,1,209,1,6,70.1455,32.9746,5.225,9.166,0.254
11,11,11,01/11/2012,2012,Pakistan,21/11/2012,2012,Working Day,,6:15pm,Karachi,Sindh,Religious,High,Open,Religious,Shiite,4kg-5kg,29/11/2012,2012,FATA,362,3,4,4,7,1,324,1,4,70.1455,32.9746,5.07,16.909,0.36
10,10,10,01/10/2010,2010,Pakistan,07/10/2010,2010,Working Day,,6:45:00 PM,Karachi,Sindh,Religious,Medium,Closed,Religious,Sunni,6 kg,07/10/2010,2010,FATA,277,6,10,60,77,2,176,1,4,70.1455,32.9746,18.955,23.43,0.249
1,1,1,01/01/2012,2012,Pakistan,03/01/2012,2012,Working Day,,1:00 PM,Gujrat,Punjab,Park/Ground,Low,Open,Civilian,None,NA,12/01/2012,2012,FATA,337,,2,,,1,281,1,6,70.1455,32.9746,2.885,8.554,0.177
7,7,7,01/07/2009,2009,Pakistan,01/07/2009,2009,Working Day,,NA,Peshawar,KPK,Mobile,High,Open,Unknown,None,NA,03/07/2009,2009,FATA,183,,1,,,1,68,1,17,69.9,33.0333,20.64,30.551,0.263
2,2,2,01/02/2009,2009,Pakistan,21/02/2009,2009,Working Day,,,Bannu,KPK,Police,High,Open,Police,None,,16/02/2009,2009,FATA,154,,2,,,,51,3,30,68.50235,25.67848,20,14.072,0.268
10,10,10,01/10/2012,2012,Pakistan,13/10/2012,2012,Holiday,Weekend,10:35am,Dara Adam khel,KPK,Market,Medium,Open,Anti-Militants,None,30kg,11/10/2012,2012,FATA,357,13,20,39,41,1,322,4,18,70.1455,32.9746,15.905,21.992,0.286
11,11,11,01/11/2010,2010,Pakistan,30/11/2010,2010,Working Day,,8:45:00 AM,Bannu,KPK,Mobile,High,Open,Police,None,12 kg,16/11/2010,2010,FATA,284,2,6,6,22,1,192,1,20,70.1455,32.9746,9.64,16.519,0.096
12,12,12,01/06/2011,2011,Pakistan,05/06/2011,2011,Holiday,Weekend,8:45 PM,Nowshehra,KPK,Military,High,Closed,Military,None,8Kg,27/06/2011,2011,FATA,634,36,38,56,90,2,497,2,22,140.0455,66.0079,53.91,62.456,0.62
10,10,10,01/10/2012,2012,Pakistan,13/10/2012,2012,Holiday,Weekend,10:35am,Dara Adam khel,KPK,Market,Medium,Open,Anti-Militants,None,30kg,24/10/2012,2012,FATA,357,13,20,39,41,1,323,2,5,70.1455,32.9746,11.365,21.992,0.286
8,8,8,01/08/2011,2011,Pakistan,11/08/2011,2011,Working Day,,,Peshawar,KPK,Police,High,Open,Police,NA,,01/08/2011,2011,FATA,325,0,2,,12,1,255,1,6,69.9,33.0333,24.605,29.003,0.231
1,1,1,01/01/2008,2008,Pakistan,10/01/2008,2008,Working Day,,11:40:00 AM,Lahore,Punjab,Government,High,Open,Police,None,15 kg,29/01/2008,2008,FATA,86,24,26,73,80,1,11,1,13,70.1455,32.9746,2.18,7.382,0.159
11,11,11,01/11/2009,2009,Pakistan,02/11/2009,2009,Working Day,,6:40 PM,Lahore,Punjab,Police,High,Open,Police,None,10Kg,18/11/2009,2009,FATA,214,,,10,25,1,88,1,5,70.1455,32.9746,5.025,16.174,0.304
9,9,9,01/09/2011,2011,Pakistan,07/09/2011,2011,Working Day,,,Quetta,Baluchistan,Military,High,Closed,Military,NA,100kg,11/09/2011,2011,FATA,329,26,28,60,82,2,262,1,4,70.1455,32.9746,24.065,26.366,0.103
9,9,9,01/09/2009,2009,Pakistan,13/09/2009,2009,Holiday,Weekend,,Malakand,KPK,Military,High,Open,Military,None,NA,14/09/2009,2009,FATA,197,,1,3,5,2,79,1,8,69.9,33.0333,22.705,27.295,0.167
12,12,12,01/12/2010,2010,Pakistan,25/12/2010,2010,Holiday,Christmas/ birthday of Quaid-e-Azam,NA,Bajaur Agency,FATA,Foreign,High,Closed,Police,None,NA,10/12/2010,2010,FATA,291,42,47,80,105,1,199,1,4,70.1455,32.9746,6.135,10.46,0.236
9,9,9,01/09/2009,2009,Pakistan,19/09/2009,2009,Working Day,,Saturday Evening,Dara Adam Khel,KPK,Police,High,Open,Police,None,NA,14/09/2009,2009,FATA,199,,2,,1,1,79,1,8,69.9,33.0333,22.705,27.295,0.167
4,4,4,01/02/2011,2011,Pakistan,11/02/2011,2011,Working Day,,,Mohmand Agency,Fata,Police,High,Open,Police,None,NA,21/02/2011,2011,FATA,596,,2,,6,2,433,2,17,140.0455,66.0079,3.265,24.756,0.304
8,8,8,01/08/2008,2008,Pakistan,19/08/2008,2008,Working Day,,1:30:00 PM,D.I Khan,KPK,Hospital,Low,Closed,Civilian,Shiite,NA,20/08/2008,2008,FATA,113,30,32,33,55,1,19,1,8,69.9,33.0333,25.555,28.229,0.258
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,Khyber Agency,KPK,Religious,low,Open,Religious,None,NA,15/01/2010,2010,FATA,238,,8,,11,1,103,1,20,69.9,33.0333,5.63,10.956,0.356
5,5,5,01/05/2005,2005,Pakistan,30/05/2005,2005,Working Day,,evening,Karachi,Sindh,Religious,Medium,Closed,Religious,shiite,NA,08/05/2005,2005,FATA,18,5,6,19,30,1,2,1,2,70.1455,32.9746,11.475,26.308,0.372
11,11,11,01/11/2010,2010,Pakistan,11/11/2010,2010,Working Day,,8:10:00 PM,Karachi,Sindh,Military,High,Closed,Military,None,1000 Kg,13/11/2010,2010,FATA,281,16,20,100,140,1,191,1,5,70.1455,32.9746,9.645,16.519,0.096
6,6,6,01/03/2011,2011,Pakistan,24/03/2011,2011,Working Day,,8:00 AM,Hangu,KPK,Police,High,Open,Police,None,250kg,11/03/2011,2011,FATA,608,10,16,50,60,2,445,2,6,140.291,65.9492,18.24,37.158,0.422
4,4,4,01/04/2009,2009,Pakistan,04/04/2009,2009,Working Day,,,North waziristan,FATA,Mobile,High,Open,Military,None,NA,08/04/2009,2009,FATA,164,,8,,39,1,59,1,4,69.9,33.0333,11.065,22.792,0.216
10,10,10,01/10/2009,2009,Pakistan,05/10/2009,2009,Working Day,,12.15 pm,Islamabad,Capital,Foreigner,High,Closed,foreigner,Christian,8Kg,24/10/2009,2009,FATA,204,,5,3,8,1,86,1,27,71.5,34.6833,19.145,22.055,0.179
8,8,8,01/08/2008,2008,Pakistan,21/08/2008,2008,Working Day,,2:37:00 PM,Rawalpindi,Punjab,Military,High,Closed,Government Official,None,NA,20/08/2008,2008,FATA,114,70,100,67,200,2,19,1,8,69.9,33.0333,25.555,28.229,0.258
7,7,7,01/07/2009,2009,Pakistan,01/07/2009,2009,Working Day,,NA,Peshawar,KPK,Mobile,High,Open,Unknown,None,NA,17/07/2009,2009,FATA,183,,1,,,1,72,1,5,69.9,33.0333,26.62,30.551,0.263
11,11,11,01/11/2008,2008,Pakistan,20/11/2008,2008,Working Day,,during maghrib prayer,Bajaur Agency,FATA,Religious,Medium,Closed,Religious,Sunni,,14/11/2008,2008,FATA,139,,9,,,1,38,1,13,70.1455,32.9746,8.815,16.505,0.205
12,12,12,01/12/2009,2009,Pakistan,17/12/2009,2009,Working Day,,,Bannu,KPK,Residence,Medium,Closed,Government Official,None,NA,31/12/2009,2009,FATA,230,,0,,0,1,96,2,4,70.1455,32.9746,5.87,11.959,0.179
2,2,2,01/02/2010,2010,Pakistan,27/02/2010,2010,Holiday,Eid Milad un-Nabi,NA,Karak,KPK,Police,High,Open,Police,None,250Kg,02/02/2010,2010,FATA,248,,4,23,24,2,107,1,17,70.1455,32.9746,1.06,13.167,0.203
10,10,10,01/10/2008,2008,Pakistan,29/10/2008,2008,Working Day,,2:15:00 PM,Bannu,KPK,Military,High,Open,Military,None,NA,03/10/2008,2008,FATA,130,,,,14,1,29,2,21,70.1455,32.9746,24.585,23.498,0.211
6,6,6,01/06/2011,2011,Pakistan,05/06/2011,2011,Holiday,Weekend,8:45 PM,Nowshehra,KPK,Military,High,Closed,Military,None,8Kg,08/06/2011,2011,FATA,317,18,19,28,45,1,243,1,24,70.1455,32.9746,26.5,31.228,0.31
1,1,1,01/01/2010,2010,Pakistan,08/01/2010,2010,Working Day,,,Khyber Agency,KPK,Religious,low,Open,Religious,None,NA,19/01/2010,2010,FATA,238,,8,,11,1,105,1,6,70.1455,32.9746,6.12,10.956,0.356
6,6,6,01/06/2004,2004,Pakistan,03/06/2004,2004,Working Day,,N/A,North waziristan,FATA,Military,High,Open,Military,None,,18/06/2004,2004,FATA,10,,2,,2,1,1,1,5,69.9,33.0333,28.475,30.254,0.4
8,8,8,01/08/2011,2011,Pakistan,06/08/2011,2011,Working Day,,,Mohmand Agency,Fata,Market,Low,Open,Military,NA,,19/08/2011,2011,FATA,324,,1,,0,1,259,1,4,69.9,33.0333,22.725,29.003,0.231
7,7,7,01/07/2013,2013,Pakistan,26/07/2013,2013,Working Day,,Evening,Kuram Agency,KPK,Market,High,Open,Civilian,Shiite,,02/07/2013,2013,FATA,397,43,50,180,200,2,341,4,17,70.1455,32.9746,22.025,30.502,0.263
1,1,1,01/01/2010,2010,Pakistan,16/01/2010,2010,Working Day,,10:00:00 AM/10:15 AM,Poonch,AJK,Mobile,High,Open,Police,None,600 kg,15/01/2010,2010,FATA,240,,1,1,2,1,103,1,20,69.9,33.0333,5.63,10.956,0.356
10,10,10,01/10/2008,2008,Pakistan,03/10/2008,2008,Holiday,Eid-ul-Fitar,4:00:00 PM,Peshawar,KPK,Residence,Medium,Closed,Government Official,None,NA,01/10/2008,2008,FATA,123,4,5,,18,1,28,1,6,70.1455,32.9746,24.64,23.498,0.211
